NAME;STUSAB;INTPTLAT;INTPTLON
Jewell;KS;39.7770021;-98.2226184
Blaine;OK;35.877782;-98.4289343
Kittitas;WA;47.1244411;-120.6767092
Presidio;TX;30.0058912;-104.2616192
Graham;KS;39.3549716;-99.8798939
Autauga;AL;32.5322367;-86.6464395
Okanogan;WA;48.5484533;-119.7422347
Garrett;MD;39.5472985;-79.2746192
Moca;PR;18.3776374;-67.0795736
Clark;IN;38.4762174;-85.7111221
Outagamie;WI;44.4182258;-88.4649883
Crawford;AR;35.5830114;-94.2362187
Lincoln;NE;41.0503221;-100.7444808
Cass;TX;33.0836979;-94.3575786
Tate;MS;34.6495527;-89.9431054
Henry;IL;41.3500209;-90.1308378
Lincoln;OR;44.6410607;-123.9112121
Greene;IL;39.3554391;-90.3876823
Vernon;LA;31.1105625;-93.1815202
Manatí;PR;18.444646;-66.4928837
Washington;VA;36.7478138;-81.9503218
Calhoun;MS;33.9366339;-89.3371142
Iron;WI;46.32655;-90.2612985
Presque Isle;MI;45.4895147;-83.3840186
Sullivan;NY;41.7199928;-74.7715769
Lee;NC;35.4763365;-79.1721174
Lincoln;KS;39.0472801;-98.2142837
Rockdale;GA;33.6520811;-84.0263696
Burt;NE;41.8541794;-96.3377462
Barbour;AL;31.8702531;-85.4051035
Rice;MN;44.3507339;-93.2985052
Towns;GA;34.9025294;-83.7322645
Tyler;WV;39.465634;-80.8772193
Douglas;WA;47.7417625;-119.6946219
Coke;TX;31.8771104;-100.6352305
New Hanover;NC;34.183442;-77.8642088
St. Mary's;MD;38.2202894;-76.5303837
Torrance;NM;34.5549784;-105.8905574
Chase;KS;38.2994749;-96.5940289
Bryan;GA;32.0179692;-81.4385431
Ritchie;WV;39.1771118;-81.0663167
Beaver;UT;38.357535;-113.2389481
Saginaw;MI;43.3282667;-84.05541
Guaynabo;PR;18.3443567;-66.1140555
Magoffin;KY;37.698983;-83.069721
Culberson;TX;31.4459085;-104.5269447
Telfair;GA;31.9136406;-82.9310634
Osceola;IA;43.3785421;-95.6337878
Saline;IL;37.7515083;-88.5450236
Breckinridge;KY;37.777988;-86.4329188
Belmont;OH;40.0176819;-80.9677268
Martin;MN;43.6771181;-94.5372525
Whiteside;IL;41.7506733;-89.9110045
El Paso;TX;31.7664803;-106.2414235
Quitman;MS;34.2528327;-90.2901707
Wilkinson;MS;31.1610908;-91.3246169
West Feliciana;LA;30.872701;-91.4210081
Juab;UT;39.71412;-112.790471
Stephens;OK;34.4813609;-97.8556068
Shelby;MO;39.7975309;-92.0887194
Yoakum;TX;33.1623979;-102.8322422
Sunflower;MS;33.6055289;-90.5950901
Chattooga;GA;34.4741785;-85.3452894
Spencer;KY;38.0254107;-85.3171741
Morovis;PR;18.3190261;-66.4205568
Houghton;MI;46.998427;-88.6519034
Pope;AR;35.456557;-93.0268181
Jefferson;MT;46.1242317;-112.0594284
Fairfax;VA;38.8295203;-77.2732524
Anderson;TN;36.1167307;-84.1954177
Washington;PA;40.2000054;-80.2521319
Mason;WA;47.3541257;-123.1738498
Missoula;MT;47.0272632;-113.8926911
Guthrie;IA;41.6835728;-94.5012723
Glynn;GA;31.2127098;-81.4964503
Gregory;SD;43.1751423;-99.2065908
Barnwell;SC;33.2605516;-81.4342278
Etowah;AL;34.0476407;-86.0342629
Buffalo;WI;44.3856333;-91.761294
Medina;OH;41.1161743;-81.8997641
Franklin;WA;46.5345799;-118.9069436
Butler;NE;41.2260724;-97.1320395
Henry;MO;38.3864909;-93.7926278
Phillips;KS;39.7845058;-99.3421498
Naranjito;PR;18.2899204;-66.2534399
Riley;KS;39.2912114;-96.7274889
Hale;AL;32.7527958;-87.6230608
Rockwall;TX;32.8986766;-96.4044017
Custer;ID;44.273351;-114.2522675
Hubbard;MN;47.0955506;-94.9132898
Saline;NE;40.5168024;-97.131755
Bedford;TN;35.5136604;-86.4582939
Baker;OR;44.7034268;-117.6919334
Ventura;CA;34.3587415;-119.1331432
Calhoun;IA;42.3861699;-94.6436829
Sabana Grande;PR;18.0844832;-66.9476086
Clearfield;PA;41.0002489;-78.473749
Baraga;MI;46.6958592;-88.3618101
Big Horn;WY;44.5251167;-107.9948477
Ward;ND;48.2166858;-101.5405369
Tippah;MS;34.7636183;-88.9188185
Mariposa;CA;37.5700295;-119.9128613
Scott;MN;44.651805;-93.5337311
Lawrence;TN;35.2204764;-87.396546
Nantucket;MA;41.3058778;-70.1419099
Bamberg;SC;33.2030211;-81.0531607
DeKalb;IL;41.8946125;-88.768991
Hemphill;TX;35.8159564;-100.2792102
Randolph;AR;36.3412985;-91.0284409
Haralson;GA;33.7951646;-85.2200629
Alexander;NC;35.9209506;-81.1774668
Chester;TN;35.420253;-88.6113533
Wayne;IA;40.7399827;-93.3326126
Nelson;ND;47.9186666;-98.2044278
Mercer;PA;41.3000142;-80.2527863
White;IL;38.0873259;-88.1786227
Fond du Lac;WI;43.7547219;-88.493284
Kewaunee;WI;44.5010324;-87.1633039
Parmer;TX;34.5321628;-102.7848533
Russell;KS;38.9160397;-98.7709489
Richland;LA;32.413158;-91.7483534
Winston;AL;34.1545665;-87.3653458
Foard;TX;33.9633063;-99.8168285
San Bernardino;CA;34.8572198;-116.1811967
Douglas;NE;41.2970908;-96.1540664
Fairfax;VA;38.8531833;-77.2990252
Fayette;KY;38.0406751;-84.4582743
Pottawatomie;OK;35.2113928;-96.957007
Kenai Peninsula;AK;60.360766;-152.0526403
Eau Claire;WI;44.7263547;-91.2864137
Livingston;IL;40.8943761;-88.5528518
Dawson;TX;32.742528;-101.9487714
Valdez-Cordova;AK;61.3498431;-145.0231093
Lyman;SD;43.8948122;-99.8419253
Webster;LA;32.7321522;-93.3398245
Yuba;CA;39.27013;-121.3442587
St. Charles;MO;38.7811023;-90.6749153
Evans;GA;32.1530834;-81.890153
Glasscock;TX;31.8680062;-101.5214944
Foster;ND;47.4714315;-98.8728755
Merrick;NE;41.1697896;-98.0310573
Taylor;WI;45.2116558;-90.5048529
Pike;MS;31.1775159;-90.3977254
Woodford;IL;40.789787;-89.2105871
Fountain;IN;40.1212366;-87.2348725
Ashley;AR;33.1908354;-91.7722672
Grant;NE;41.9139574;-101.7559645
Loíza;PR;18.4750387;-65.90328
Craig;OK;36.7638896;-95.2015531
Hunt;TX;33.1233077;-96.0842298
Sharp;AR;36.1733989;-91.4710689
Jefferson;WI;43.0138045;-88.7739847
Dinwiddie;VA;37.0734984;-77.6354922
Leflore;MS;33.5497896;-90.2949343
Jefferson;OH;40.3993836;-80.7635272
Okfuskee;OK;35.466804;-96.3277619
Arecibo;PR;18.4340042;-66.6749944
Osborne;KS;39.3482608;-98.7679416
Fremont;IA;40.7425902;-95.5991816
Mecklenburg;NC;35.2468623;-80.8338317
Merced;CA;37.1948063;-120.7228019
Weakley;TN;36.3035963;-88.7211938
Morgan;AL;34.4544844;-86.8464021
Grand Isle;VT;44.8017867;-73.300759
Warren;NJ;40.8534914;-75.0094978
Charles;MD;38.4728532;-77.0154272
Cleveland;AR;33.8932006;-92.1887141
Edwards;KS;37.8835945;-99.3047457
Chaves;NM;33.3616045;-104.4698374
Powder River;MT;45.4089262;-105.555344
Pershing;NV;40.439639;-118.4094765
Bernalillo;NM;35.053628;-106.6690805
Salem;NJ;39.5738282;-75.3573559
Brevard;FL;28.2983112;-80.7003334
Liberty;FL;30.2598494;-84.8685805
Madison;IN;40.166203;-85.7224543
Kiowa;CO;38.387663;-102.7568494
Hamilton;IA;42.3907681;-93.709198
Bristol;RI;41.7068313;-71.2866369
Elmore;AL;32.597229;-86.1427347
Loudoun;VA;39.0812;-77.6388976
Nash;NC;35.9659447;-77.9875546
Marion;KY;37.552604;-85.2689592
Houston;GA;32.4582875;-83.6625217
Delta;MI;45.8052288;-86.9019375
Caldwell;KY;37.1486421;-87.8705095
Casey;KY;37.3219623;-84.9282195
Meade;KY;37.9674757;-86.2008628
Bronx;NY;40.8487111;-73.852939
Perkins;NE;40.8576462;-101.6274676
Calhoun;TX;28.4417191;-96.5795739
Allen;KY;36.7507703;-86.192458
Walsh;ND;48.3769789;-97.7222304
Morgan;TN;36.138697;-84.6392616
Custer;CO;38.1019955;-105.3735123
Newton;IN;40.9623985;-87.4021716
Fulton;AR;36.3836192;-91.8196636
Clark;ID;44.290218;-112.3546128
Nobles;MN;43.6776863;-95.7631323
Jerome;ID;42.6913953;-114.2620858
Carroll;AR;36.3373704;-93.5409718
Wells;IN;40.7352727;-85.2129742
Lawrence;KY;38.0744531;-82.7382903
Leon;TX;31.3004926;-95.9956219
Pitkin;CO;39.2175376;-106.9161587
Miner;SD;44.0215411;-97.608122
Ciales;PR;18.2959127;-66.5155884
Northumberland;VA;37.8569736;-76.3796872
Green Lake;WI;43.7802469;-88.9703796
Barrow;GA;33.9920094;-83.7123025
Ochiltree;TX;36.2787442;-100.8158636
Lake;TN;36.3339054;-89.4855365
Tuscaloosa;AL;33.2902197;-87.5227834
Powhatan;VA;37.5494041;-77.9128553
Falls Church;VA;38.884722;-77.1756027
Muskingum;OH;39.9660457;-81.9435064
Bowman;ND;46.1101438;-103.5059433
Shackelford;TX;32.7438198;-99.3470045
Greene;NY;42.2798211;-74.1420253
Benton;IA;42.0925474;-92.05763
Halifax;NC;36.2514375;-77.6448423
Cheyenne;KS;39.7899166;-101.7273254
Garza;TX;33.183792;-101.3011341
Inyo;CA;36.561977;-117.4039269
Butler;MO;36.7151802;-90.40313
Hot Spring;AR;34.3151767;-92.9441474
Mills;IA;41.0337028;-95.619101
Yalobusha;MS;34.0306661;-89.7038072
Evangeline;LA;30.7206932;-92.4040858
Contra Costa;CA;37.919479;-121.9515431
Platte;NE;41.5768655;-97.5134673
Medina;TX;29.3536614;-99.1110845
Tolland;CT;41.8580807;-72.3409779
Mineral;CO;37.5490672;-107.003236
Floyd;IN;38.3180811;-85.9118469
Alpine;CA;38.6217831;-119.7983522
Pecos;TX;30.773298;-102.7181533
Roane;TN;35.8472504;-84.5239292
Jackson;TX;28.9598019;-96.58908
Windham;CT;41.8249987;-71.9907017
Tuscarawas;OH;40.4474903;-81.4711052
Campbell;WY;44.1919995;-105.5170141
Cross;AR;35.2856921;-90.7639835
Shelby;AL;33.2630428;-86.6780894
Manassas Park;VA;38.7689451;-77.448767
Big Horn;MT;45.407869;-107.5181625
Sioux;NE;42.4706681;-103.7321705
Colorado;TX;29.596296;-96.5089347
Jackson;OK;34.5940059;-99.4122347
Morehouse;LA;32.8200082;-91.8003988
Morgan;IN;39.4826458;-86.4474573
Troup;GA;33.034482;-85.02836
Humboldt;CA;40.7066554;-123.9261757
Sussex;VA;36.9266454;-77.2597319
Roosevelt;NM;34.0212068;-103.4830039
Ellis;OK;36.2242576;-99.7501388
Somerset;NJ;40.5655273;-74.6199378
Augusta;VA;38.1719106;-79.1475571
Polk;MO;37.6167611;-93.4008166
Oneida;ID;42.1838954;-112.5204486
Lincoln;NM;33.7408411;-105.4498055
Switzerland;IN;38.8258545;-85.029681
Carroll;NH;43.8677742;-71.2015596
Logan;KS;38.9132702;-101.1574016
Dane;WI;43.0674684;-89.4178523
Grant;ND;46.3578269;-101.6390494
Ionia;MI;42.9446503;-85.073766
Polk;FL;27.9536488;-81.6935337
Audrain;MO;39.214481;-91.8434182
Colleton;SC;32.8350184;-80.6552438
Greene;AR;36.1206072;-90.5663459
Henry;KY;38.4513829;-85.1196472
Wheeler;NE;41.9225747;-98.5208533
Greenbrier;WV;37.9244177;-80.4505897
Dickenson;VA;37.1367011;-82.3492199
Bristol;VA;36.6169541;-82.1575641
Will;IL;41.4484742;-87.9784564
Deaf Smith;TX;34.9407663;-102.6075637
Clay;MO;39.3155512;-94.4215024
Des Moines;IA;40.9153393;-91.1869253
Cumberland;NJ;39.3284336;-75.1216277
Bastrop;TX;30.1007718;-97.3106392
Laurel;KY;37.1132678;-84.119395
Linn;MO;39.8644404;-93.108019
Red River;TX;33.6196255;-95.0484293
Chatham;GA;31.9804037;-81.085184
McCone;MT;47.6296277;-105.757222
Lee;SC;34.1586401;-80.2512086
Wyoming;NY;42.7013627;-78.2285667
Martinsville;VA;36.6835269;-79.8636475
Macoupin;IL;39.2659138;-89.9263301
Jefferson;IL;38.3007796;-88.92421
Sheridan;KS;39.3505465;-100.4412278
Sutter;CA;39.0361898;-121.7039397
Smith;TX;32.3770156;-95.2700409
Grant;WA;47.2136328;-119.467788
Bee;TX;28.4160769;-97.7425858
Adams;WA;47.0112378;-118.5128614
Esmeralda;NV;37.7789658;-117.6323824
Newton;GA;33.5440407;-83.8551837
Hunterdon;NJ;40.5652832;-74.9119695
Cheatham;TN;36.2551687;-87.1008077
O'Brien;IA;43.0837455;-95.6256244
Walker;AL;33.7915581;-87.3010936
Montgomery;AL;32.2028812;-86.2044615
Brunswick;NC;34.0387542;-78.2277653
Union;PA;40.962179;-77.0554751
Washington;IA;41.3294012;-91.7250523
Scott;TN;36.435234;-84.50352
Daniels;MT;48.794429;-105.5417385
Sioux;IA;43.082646;-96.1780098
Orange;NY;41.4024096;-74.3062522
Grand;CO;40.1130652;-106.1108366
Wyandot;OH;40.8397816;-83.313681
Cass;IA;41.3338235;-94.9333023
Beaver;PA;40.6841401;-80.3507209
Adair;OK;35.8980428;-94.6510258
Lincoln;WY;42.2299932;-110.6829614
Calcasieu;LA;30.2295588;-93.3580154
Musselshell;MT;46.5052807;-108.4397631
Moody;SD;44.0124293;-96.6760536
Wetzel;WV;39.59818;-80.6353994
Monroe;TN;35.4478181;-84.249705
Hamilton;KS;37.9952438;-101.7936887
Perry;AL;32.6390053;-87.2938269
Cook;GA;31.1525157;-83.4294448
Lauderdale;TN;35.7629507;-89.6277318
Mercer;IL;41.2056046;-90.7417698
Fort Bend;TX;29.5266017;-95.7710149
Sibley;MN;44.5757343;-94.2301232
Upson;GA;32.8818367;-84.2922831
Macon;IL;39.8602372;-88.9615288
Trujillo Alto;PR;18.3353871;-66.0037874
Rowan;NC;35.6413551;-80.5217214
Cabell;WV;38.4195778;-82.2433966
San Diego;CA;33.0236041;-116.7761174
Warren;TN;35.6782498;-85.7773428
Tompkins;NY;42.4530063;-76.4734835
Kendall;IL;41.5881403;-88.4306257
Fayette;IA;42.8641219;-91.8403761
Perry;MS;31.1693073;-88.9887554
Walworth;SD;45.4276046;-100.0278563
Tift;GA;31.4570027;-83.5259307
Petersburg;AK;57.1124581;-133.0085979
Miller;MO;38.2166802;-92.4298762
Buchanan;MO;39.6603695;-94.8081728
Chisago;MN;45.5054439;-92.9038486
Colfax;NM;36.6129638;-104.6401105
Huerfano;CO;37.6878154;-104.9599278
Madison;VA;38.4120586;-78.2769614
Johnson;KS;38.8839065;-94.8223295
Winona;MN;43.9822682;-91.7767076
Clay;KY;37.1642731;-83.7154733
Dorchester;MD;38.4291957;-76.0474333
McHenry;ND;48.2338417;-100.6332668
Laurens;SC;34.4836761;-82.0054976
Woods;OK;36.7269843;-98.863649
Silver Bow;MT;45.8962319;-112.6600714
Harmon;OK;34.745971;-99.8441936
Coweta;GA;33.3528965;-84.7621381
Westchester;NY;41.1526862;-73.7457526
Clinton;IL;38.6062953;-89.4262278
St. Clair;MI;42.9288035;-82.6689135
Lamoille;VT;44.6037037;-72.6389224
Kane;UT;37.2750892;-111.815329
Meeker;MN;45.1231555;-94.527346
Martin;FL;27.0836036;-80.3982011
Oconto;WI;44.9965754;-88.2065162
Gosper;NE;40.5090947;-99.8232058
Greenville;SC;34.8926452;-82.3720772
Arthur;NE;41.5719297;-101.6959166
Rutherford;NC;35.4027469;-81.9195825
Johnson;NE;40.3950099;-96.2653668
Grundy;IL;41.2924096;-88.4010545
Penobscot;ME;45.4092843;-68.666616
Lake and Peninsula;AK;58.1085067;-156.4134134
Murray;MN;44.0155943;-95.7615809
Coffee;TN;35.4887654;-86.0782018
Perry;IL;38.0843809;-89.3685249
McKean;PA;41.8145902;-78.5724631
Larimer;CO;40.6580933;-105.4867638
Guayama;PR;17.9739287;-66.1374675
Washoe;NV;40.7313196;-119.6632695
Jasper;IL;39.0048737;-88.1507629
Utuado;PR;18.270865;-66.7029886
Bradley;TN;35.1539144;-84.8594137
Liberty;TX;30.1585081;-94.8440607
Ben Hill;GA;31.7407715;-83.147197
Campbell;KY;38.9469811;-84.3795832
Terrebonne;LA;29.3341299;-90.8436739
Cherokee;SC;35.0497962;-81.6076469
Hardeman;TX;34.2899036;-99.7456973
Davie;NC;35.9293554;-80.5425524
San Germán;PR;18.1077999;-67.0372633
Noble;IN;41.4046794;-85.4172708
Clay;IN;39.3939279;-87.1158582
Hughes;SD;44.3844521;-99.9756842
Starr;TX;26.5309027;-98.7402346
Loving;TX;31.8449361;-103.5612293
Orange;CA;33.6756872;-117.7772068
Leake;MS;32.7606302;-89.5222495
Humboldt;IA;42.7822212;-94.2027754
Edgar;IL;39.679037;-87.7471102
Hardin;OH;40.6604152;-83.6640773
Missaukee;MI;44.325424;-85.0854708
Golden Valley;ND;46.9389237;-103.8446117
King;TX;33.6142675;-100.2453455
Kenedy;TX;26.8902129;-97.5911434
Lafourche;LA;29.4919925;-90.394849
Trimble;KY;38.6200401;-85.3512075
Norton;KS;39.7838666;-99.8992352
Spink;SD;44.9237717;-98.3396152
Benton;TN;36.0709478;-88.0712321
Louisa;VA;37.9727041;-77.959795
Monroe;IN;39.1607286;-86.52331
Lucas;IA;41.033344;-93.3314666
Douglas;MN;45.9368293;-95.462156
Williams;OH;41.5649587;-84.5843235
Whitfield;GA;34.8017261;-84.968541
Spalding;GA;33.2623481;-84.2849046
Franklin;IA;42.7365451;-93.2714152
Newport;RI;41.5025036;-71.2836888
Roberts;TX;35.838596;-100.8366824
Livingston;NY;42.7274845;-77.7697795
Mercer;MO;40.4214135;-93.5676313
Columbia;WI;43.4718818;-89.3304721
Wheeler;TX;35.3925926;-100.2531067
Clark;WI;44.7393462;-90.6099532
Acadia;LA;30.291497;-92.4110366
Summit;OH;41.1218471;-81.5349279
Lawrence;AR;36.0410983;-91.1011529
Juneau;WI;43.9328362;-90.1139837
Rusk;WI;45.472734;-91.1367448
Waukesha;WI;43.0183677;-88.3042404
Hendricks;IN;39.7689632;-86.5099075
Schenectady;NY;42.8175516;-74.0435592
Colfax;NE;41.57496;-97.0889449
Ida;IA;42.3918601;-95.5074206
Steuben;NY;42.2667252;-77.3855253
Jasper;IN;41.0176883;-87.1188137
Hutchinson;SD;43.3367101;-97.7493828
Douglas;SD;43.3915064;-98.3584331
Worcester;MD;38.2221332;-75.3099315
Marshall;OK;34.0270068;-96.770533
Independence;AR;35.7374992;-91.5599423
Lonoke;AR;34.7551137;-91.894132
Colbert;AL;34.703112;-87.8014569
Person;NC;36.3863503;-78.9656233
Trego;KS;38.9213022;-99.865423
Lincoln;GA;33.7921507;-82.4482992
Jefferson;NE;40.1757356;-97.1431027
Newton;MO;36.9083713;-94.335034
Los Angeles;CA;34.1963983;-118.2618616
Lamar;MS;31.1975865;-89.5063691
Garfield;MT;47.2671843;-106.9959912
Carroll;MS;33.4407948;-89.918887
Harrison;TX;32.5479914;-94.3744344
Rogers;OK;36.3777941;-95.6013835
Crane;TX;31.4227965;-102.4877739
Alcona;MI;44.6825347;-82.8340784
Webster;MO;37.2808043;-92.8760795
Cass;IN;40.7537986;-86.3551685
Lee;KY;37.608116;-83.7192475
Box Elder;UT;41.276061;-113.126226
Wilkinson;GA;32.8042663;-83.1755122
Crowley;CO;38.3061801;-103.7727363
Custer;NE;41.3938927;-99.7268662
Bolivar;MS;33.7991391;-90.8841199
San Jacinto;TX;30.5743884;-95.1631363
Richland;OH;40.774159;-82.5427812
Kaufman;TX;32.5989442;-96.2883773
Greenlee;AZ;33.2388723;-109.2423231
Clay;GA;31.6198309;-84.9925826
Rota;MP;14.1524934;145.2129037
Lake;OR;42.7884009;-120.3897896
Treutlen;GA;32.4095857;-82.5708819
Martin;TX;32.3098298;-101.9618363
Jackson;IA;42.1642256;-90.5745819
Candler;GA;32.4039497;-82.0712656
Coosa;AL;32.9314453;-86.2434818
Vanderburgh;IN;38.0200703;-87.5861659
Middlesex;NJ;40.4396214;-74.4074303
Bristol;MA;41.748588;-71.088894
Washington;NY;43.3123766;-73.4394282
Hidalgo;NM;31.8980519;-108.7519293
Montezuma;CO;37.3380247;-108.5957864
Cedar;MO;37.7336549;-93.8500144
Cascade;MT;47.3165751;-111.3502622
Livingston;MI;42.6025316;-83.9117183
Lake;SD;44.0284497;-97.1232229
Caswell;NC;36.3942984;-79.339609
Bedford;VA;37.3122568;-79.5272234
Washington;AR;35.978001;-94.2172695
Scott;VA;36.7127756;-82.6136238
Phillips;CO;40.5947117;-102.3451047
Oktibbeha;MS;33.4223134;-88.8761514
Floyd;KY;37.552456;-82.7397239
Haywood;NC;35.5588823;-82.9813074
Worth;GA;31.5517733;-83.8499598
Whitley;KY;36.7580237;-84.1446485
Pawnee;NE;40.1378496;-96.2452254
Elko;NV;41.1411327;-115.3514239
Lyon;NV;39.0222125;-119.1974246
Custer;OK;35.6456012;-98.9973857
Perry;OH;39.7431874;-82.2379525
Hopewell;VA;37.2910098;-77.2989443
Del Norte;CA;41.763958;-124.003614
Pushmataha;OK;34.377899;-95.4080818
Echols;GA;30.7140081;-82.8973758
Bladen;NC;34.5919375;-78.5394885
Warren;MO;38.761902;-91.1593065
Monroe;WI;43.9451751;-90.6199687
Union;KY;37.6580293;-87.9516496
Stearns;MN;45.5552345;-94.6104822
Claiborne;TN;36.501572;-83.6606975
Northern Islands;MP;16.028784;146.001994
Jackson;KY;37.4034585;-84.0205757
East Baton Rouge;LA;30.5439297;-91.093131
Toole;MT;48.6451246;-111.7334723
Schley;GA;32.2634439;-84.3227083
Fremont;ID;44.2180909;-111.484429
Chippewa;WI;45.0690918;-91.2835054
Pulaski;KY;37.1073741;-84.5769534
Lanier;GA;31.0381973;-83.0631635
Panola;MS;34.3652052;-89.9630654
Denton;TX;33.205132;-97.1211403
Crawford;IA;42.0431192;-95.3890903
Brooks;GA;30.8229337;-83.5819054
Miller;GA;31.1629309;-84.7303983
Allen;LA;30.6527435;-92.8196052
Stillwater;MT;45.6585447;-109.3815759
Chemung;NY;42.1552804;-76.7471791
Cape Girardeau;MO;37.3841408;-89.6856575
Garden;NE;41.6333638;-102.3029845
Taylor;WV;39.3324778;-80.0465539
Río Grande;PR;18.3763694;-65.7984342
Austin;TX;29.8919013;-96.2701696
Prince Edward;VA;37.2248813;-78.4329574
Hardee;FL;27.4928458;-81.8215798
Wayne;IN;39.8630908;-85.0067351
McCreary;KY;36.7311363;-84.4910515
Sanpete;UT;39.3825309;-111.5728826
Kearny;KS;37.9944614;-101.3081363
Washington;VT;44.2749884;-72.6095138
Nowata;OK;36.7896148;-95.6133123
Benton;MO;38.3010358;-93.2879421
Northampton;VA;37.3027754;-75.9240177
Monroe;MO;39.4982695;-92.0064582
Kanawha;WV;38.3280675;-81.5235156
Brunswick;VA;36.7642043;-77.8614832
Vance;NC;36.3654806;-78.4054343
Goshen;WY;42.0894553;-104.3535403
Baldwin;GA;33.0594897;-83.2554566
Leon;FL;30.4593104;-84.2778004
Russell;KY;36.9905867;-85.0549503
Plymouth;MA;41.9871959;-70.7419417
Gallia;OH;38.8170456;-82.3017463
Henry;AL;31.5169779;-85.2399712
Bates;MO;38.2572171;-94.3392459
Madison;MS;32.6343703;-90.0341603
Howard;TX;32.3034298;-101.4387208
Lancaster;NE;40.7835474;-96.6886584
Menard;TX;30.8852677;-99.8588613
Lamar;GA;33.0744405;-84.1466893
Jefferson;ID;43.7969649;-112.3185879
Marion;TN;35.1334215;-85.618399
Surry;VA;37.1197611;-76.8801717
Fremont;WY;43.054831;-108.6089349
Mille Lacs;MN;45.9290434;-93.6329964
Cheyenne;CO;38.8356456;-102.6017914
Gem;ID;44.0614727;-116.3987839
Schoolcraft;MI;46.0211217;-86.197029
Carroll;GA;33.5822366;-85.0805272
Burke;ND;48.7864534;-102.5200874
DeWitt;TX;29.0823457;-97.3616543
Sitka;AK;57.1932044;-135.3673965
Cecil;MD;39.5623537;-75.9415852
Yukon-Koyukuk;AK;65.3757271;-151.5778496
Navajo;AZ;35.3907852;-110.3210248
Otoe;NE;40.6379916;-96.1310274
Kearney;NE;40.5091198;-98.9476019
Gloucester;VA;37.4035413;-76.5235051
Stanton;KS;37.5659319;-101.7893829
Pike;MO;39.3399592;-91.1716071
East Feliciana;LA;30.8397837;-91.0434338
Platte;MO;39.3786957;-94.7614717
Bradford;PA;41.7915044;-76.5021231
Richland;IL;38.7121872;-88.0854523
Clark;OH;39.9170315;-83.783676
Roanoke;VA;37.278458;-79.9581739
Washington;TN;36.2956649;-82.4950374
Seminole;FL;28.6900918;-81.1319894
Hanson;SD;43.6806116;-97.7968454
Valley;ID;44.8559596;-115.6180612
Harrison;WV;39.279182;-80.3864982
Williamson;IL;37.7303533;-88.9300182
Adams;CO;39.8743252;-104.3318718
St. Croix;VI;17.7353214;-64.7467405
Harris;TX;29.857273;-95.3930371
Clallam;WA;48.1109034;-123.8898599
Phillips;AR;34.4236874;-90.8555931
Montgomery;MD;39.1373815;-77.2030633
Shelby;TX;31.7901394;-94.1425794
San Lorenzo;PR;18.1471074;-65.9761674
Dakota;MN;44.670893;-93.0624813
Union;IA;41.0285502;-94.2450907
Carlisle;KY;36.85718;-88.976614
Eastern;AS;-14.2681144;-170.6257058
Cumberland;VA;37.5201891;-78.2528364
Prentiss;MS;34.6205664;-88.5221836
Somerset;PA;39.9812968;-79.0284859
Richmond;GA;33.3614863;-82.0749982
Wadena;MN;46.5869861;-94.9886078
Iredell;NC;35.8062493;-80.8745203
Custer;MT;46.2614136;-105.5503521
Sac;IA;42.3875259;-95.1052244
Floyd;IA;43.052741;-92.7873669
Stoddard;MO;36.8515565;-89.9474812
Gaston;NC;35.2933443;-81.1772556
Hart;KY;37.3090972;-85.8821233
Rice;KS;38.3471776;-98.2014154
Ness;KS;38.4804369;-99.9087452
Essex;NJ;40.7874003;-74.2462919
Barceloneta;PR;18.4699891;-66.5582299
Delaware;PA;39.9166853;-75.3988178
Stanislaus;CA;37.5623162;-121.0028311
Lea;NM;32.7956865;-103.4132707
Franklin;PA;39.9267722;-77.7245208
Luzerne;PA;41.1727868;-75.9760345
Crawford;MI;44.6801748;-84.6113432
McCulloch;TX;31.2054766;-99.3598557
Howell;MO;36.7743685;-91.8873677
Caguas;PR;18.2111085;-66.0509643
Crittenden;AR;35.2118788;-90.3153317
Hooker;NE;41.920317;-101.117324
Galax;VA;36.6656397;-80.9143083
Passaic;NJ;41.0378896;-74.29828
Jones;NC;35.0322677;-77.3561946
Barren;KY;36.9628048;-85.9321078
Deer Lodge;MT;46.0946716;-113.1416236
Kitsap;WA;47.6395948;-122.6496339
Orleans;LA;30.0534195;-89.9345018
Gadsden;FL;30.5786866;-84.6126072
Lauderdale;MS;32.4039981;-88.6604487
Canyon;ID;43.6257956;-116.709058
Gray;KS;37.7445134;-100.4517163
Fannin;GA;34.8665427;-84.3173308
Clay;NC;35.0529971;-83.7522638
Clinton;KY;36.7272577;-85.1360977
Hale;TX;34.0684364;-101.8228879
Jasper;MS;32.0169894;-89.1194302
Fayette;OH;39.5552462;-83.4618927
St. Thomas;VI;18.326748;-64.9712508
La Crosse;WI;43.9082222;-91.1117584
Caldwell;LA;32.1012195;-92.1142311
Madison;MO;37.4744807;-90.3434128
Taliaferro;GA;33.559319;-82.8752721
Camden;NJ;39.8024071;-74.9612493
Madison;NC;35.8642073;-82.7126299
Multnomah;OR;45.5477107;-122.4173625
Boone;WV;38.0228143;-81.7135382
Knott;KY;37.3543684;-82.9525461
Jackson;MN;43.671111;-95.1497314
Lake;IN;41.472247;-87.3743368
Honolulu;HI;21.5800225;-158.1234063
Park;CO;39.1189141;-105.7176479
Sutton;TX;30.5221852;-100.5133594
